"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"PIEMONTE";"Alessandria";"6";"Autorizzazione al commercio";374646;181112;"238084";"118567";"78857";130656;"24152"
"PIEMONTE";"Alessandria";"4";"Soggiorno cautelare";374646;181112;"238190";"118773";"145729";64605;"23758"
"PIEMONTE";"Alessandria";"3";"Contrattazione pubblico impiego";374646;181112;"237769";"118346";"130034";77290;"25974"
"PIEMONTE";"Alessandria";"2";"Rappresentanze sindacali (richiesta minimale)";374646;181112;"237268";"118285";"125329";83181;"24588"
"PIEMONTE";"Alessandria";"1";"Rappresentanze sindacali (richiesta massimale)";374646;181112;"237678";"118416";"106550";103755;"23115"
"PIEMONTE";"Alessandria";"7";"Trattenute contributi sindacali";374646;181112;"238185";"118689";"123346";89787;"21441"
"MARCHE";"Ancona";"5";"Privatizzazione RAI";380657;181762;"241087";"119977";"117593";100859;"19287"
"MARCHE";"Ancona";"D";"Interruzioni pubblicitarie";380657;181762;"244073";"121520";"126593";107898;"7397"
"MARCHE";"Ancona";"1";"Rappresentanze sindacali (richiesta massimale)";380657;181762;"240237";"119621";"93743";120505;"21860"
"MARCHE";"Ancona";"2";"Rappresentanze sindacali (richiesta minimale)";380657;181762;"240047";"119471";"129918";82249;"23906"
"MARCHE";"Ancona";"3";"Contrattazione pubblico impiego";380657;181762;"240046";"119468";"135263";76241;"24650"
"MARCHE";"Ancona";"4";"Soggiorno cautelare";380657;181762;"240319";"119538";"135710";73654;"26793"
"MARCHE";"Ancona";"8";"Legge elettorale comuni";380657;181762;"241003";"119949";"93256";120951;"23125"
"MARCHE";"Ancona";"A";"Concessioni televisive nazionali";380657;181762;"244183";"121564";"124037";109807;"7645"
"MARCHE";"Ancona";"6";"Autorizzazione al commercio";380657;181762;"240546";"119645";"70385";144220;"22252"
"MARCHE";"Ancona";"9";"Orari esercizi commerciali";380657;181762;"240893";"119806";"75868";143119;"18721"
"MARCHE";"Ancona";"E";"Raccolta pubblicita' radiotelevisiva";380657;181762;"244008";"121463";"125876";107467;"8284"
"MARCHE";"Ancona";"7";"Trattenute contributi sindacali";380657;181762;"240757";"119856";"108592";107633;"21182"
"VALLE D'AOSTA";"Aosta";"3";"Contrattazione pubblico impiego";100974;49606;"55630";"28177";"27082";19313;"7944"
"VALLE D'AOSTA";"Aosta";"E";"Raccolta pubblicita' radiotelevisiva";100974;49606;"56861";"28819";"23094";30085;"3028"
"VALLE D'AOSTA";"Aosta";"A";"Concessioni televisive nazionali";100974;49606;"56929";"28848";"22732";30836;"2666"
"VALLE D'AOSTA";"Aosta";"9";"Orari esercizi commerciali";100974;49606;"55915";"28313";"24705";24399;"5862"
"VALLE D'AOSTA";"Aosta";"8";"Legge elettorale comuni";100974;49606;"55750";"28275";"23995";22254;"8304"
"VALLE D'AOSTA";"Aosta";"7";"Trattenute contributi sindacali";100974;49606;"55950";"28347";"28510";19826;"6550"
"VALLE D'AOSTA";"Aosta";"D";"Interruzioni pubblicitarie";100974;49606;"56919";"28846";"24001";29719;"2563"
"VALLE D'AOSTA";"Aosta";"6";"Autorizzazione al commercio";100974;49606;"55790";"28214";"20774";27230;"6736"
"VALLE D'AOSTA";"Aosta";"4";"Soggiorno cautelare";100974;49606;"56006";"28357";"35430";13481;"5970"
"VALLE D'AOSTA";"Aosta";"2";"Rappresentanze sindacali (richiesta minimale)";100974;49606;"55672";"28201";"26375";20340;"7742"
"VALLE D'AOSTA";"Aosta";"1";"Rappresentanze sindacali (richiesta massimale)";100974;49606;"55767";"28221";"24470";22971;"6945"
"VALLE D'AOSTA";"Aosta";"5";"Privatizzazione RAI";100974;49606;"56053";"28391";"29645";19308;"6055"
"TOSCANA";"Arezzo";"A";"Concessioni televisive nazionali";269398;130028;"169628";"86238";"85065";77769;"5137"
"TOSCANA";"Arezzo";"E";"Raccolta pubblicita' radiotelevisiva";269398;130028;"169484";"86054";"85287";76846;"5769"
"TOSCANA";"Arezzo";"D";"Interruzioni pubblicitarie";269398;130028;"169706";"86215";"86989";75895;"5339"
"TOSCANA";"Arezzo";"7";"Trattenute contributi sindacali";269398;130028;"160779";"81574";"74161";75955;"14816"
"TOSCANA";"Arezzo";"8";"Legge elettorale comuni";269398;130028;"167109";"84935";"63215";84675;"16942"
"TOSCANA";"Arezzo";"6";"Autorizzazione al commercio";269398;130028;"166691";"84707";"44878";103241;"16354"
"TOSCANA";"Arezzo";"5";"Privatizzazione RAI";269398;130028;"167247";"85051";"84525";59723;"13670"
"TOSCANA";"Arezzo";"4";"Soggiorno cautelare";269398;130028;"166493";"84634";"95071";45502;"23041"
"TOSCANA";"Arezzo";"3";"Contrattazione pubblico impiego";269398;130028;"155897";"79240";"102804";43264;"18097"
"TOSCANA";"Arezzo";"2";"Rappresentanze sindacali (richiesta minimale)";269398;130028;"166487";"84576";"99001";47492;"17396"
"TOSCANA";"Arezzo";"1";"Rappresentanze sindacali (richiesta massimale)";269398;130028;"166668";"84699";"65570";83217;"15237"
"TOSCANA";"Arezzo";"9";"Orari esercizi commerciali";269398;130028;"167062";"84883";"47532";103081;"14341"
"MARCHE";"Ascoli Piceno";"A";"Concessioni televisive nazionali";304339;147499;"190721";"95999";"79125";102315;"6757"
"MARCHE";"Ascoli Piceno";"6";"Autorizzazione al commercio";304339;147499;"178180";"89537";"60892";102809;"21069"
"MARCHE";"Ascoli Piceno";"E";"Raccolta pubblicita' radiotelevisiva";304339;147499;"190676";"95960";"79539";101433;"6977"
"MARCHE";"Ascoli Piceno";"D";"Interruzioni pubblicitarie";304339;147499;"190880";"96059";"81377";100622;"6559"
"MARCHE";"Ascoli Piceno";"7";"Trattenute contributi sindacali";304339;147499;"188452";"94834";"94010";71378;"19727"
"MARCHE";"Ascoli Piceno";"8";"Legge elettorale comuni";304339;147499;"188670";"94863";"84091";79881;"22278"
"MARCHE";"Ascoli Piceno";"4";"Soggiorno cautelare";304339;147499;"188385";"94714";"105725";54975;"23704"
"MARCHE";"Ascoli Piceno";"3";"Contrattazione pubblico impiego";304339;147499;"190083";"94877";"104151";57492;"22730"
"MARCHE";"Ascoli Piceno";"2";"Rappresentanze sindacali (richiesta minimale)";304339;147499;"188237";"94707";"100610";61851;"22033"
"MARCHE";"Ascoli Piceno";"1";"Rappresentanze sindacali (richiesta massimale)";304339;147499;"187143";"93698";"84837";79567;"19859"
"MARCHE";"Ascoli Piceno";"9";"Orari esercizi commerciali";304339;147499;"188568";"94814";"65054";102633;"17660"
"MARCHE";"Ascoli Piceno";"5";"Privatizzazione RAI";304339;147499;"188699";"94876";"83492";83380;"18334"
"PIEMONTE";"Asti";"5";"Privatizzazione RAI";180163;86376;"103404";"52093";"50052";41078;"10038"
"PIEMONTE";"Asti";"E";"Raccolta pubblicita' radiotelevisiva";180163;86376;"104306";"52481";"40458";57611;"4801"
"PIEMONTE";"Asti";"A";"Concessioni televisive nazionali";180163;86376;"104364";"52626";"39994";58598;"4204"
"PIEMONTE";"Asti";"9";"Orari esercizi commerciali";180163;86376;"103454";"52253";"39330";51570;"10238"
"PIEMONTE";"Asti";"8";"Legge elettorale comuni";180163;86376;"103236";"52064";"48052";40684;"12209"
"PIEMONTE";"Asti";"D";"Interruzioni pubblicitarie";180163;86376;"104458";"52588";"42065";56849;"3996"
"PIEMONTE";"Asti";"6";"Autorizzazione al commercio";180163;86376;"103295";"52143";"34541";54186;"11883"
"PIEMONTE";"Asti";"4";"Soggiorno cautelare";180163;86376;"103094";"51942";"61619";28263;"11036"
"PIEMONTE";"Asti";"3";"Contrattazione pubblico impiego";180163;86376;"102840";"51854";"52433";34107;"13707"
"PIEMONTE";"Asti";"2";"Rappresentanze sindacali (richiesta minimale)";180163;86376;"102834";"51852";"50279";36836;"13063"
"PIEMONTE";"Asti";"1";"Rappresentanze sindacali (richiesta massimale)";180163;86376;"102894";"51880";"46733";41536;"12019"
"PIEMONTE";"Asti";"7";"Trattenute contributi sindacali";180163;86376;"103148";"52017";"54502";35024;"11343"
"CAMPANIA";"Avellino";"8";"Legge elettorale comuni";400620;196708;"142082";"73066";"62386";56467;"20125"
"CAMPANIA";"Avellino";"2";"Rappresentanze sindacali (richiesta minimale)";400620;196708;"142253";"74036";"66178";51027;"21105"
"CAMPANIA";"Avellino";"E";"Raccolta pubblicita' radiotelevisiva";400620;196708;"142549";"74203";"51196";81045;"7796"
"CAMPANIA";"Avellino";"D";"Interruzioni pubblicitarie";400620;196708;"142586";"74312";"52029";81150;"7478"
"CAMPANIA";"Avellino";"9";"Orari esercizi commerciali";400620;196708;"142270";"74043";"52161";69035;"17992"
"CAMPANIA";"Avellino";"7";"Trattenute contributi sindacali";400620;196708;"142877";"74416";"69578";49577;"19616"
"CAMPANIA";"Avellino";"A";"Concessioni televisive nazionali";400620;196708;"142977";"74572";"51258";81520;"7792"
"CAMPANIA";"Avellino";"5";"Privatizzazione RAI";400620;196708;"142872";"74372";"54252";66158;"18394"
"CAMPANIA";"Avellino";"3";"Contrattazione pubblico impiego";400620;196708;"142103";"74019";"68153";48747;"21841"
"CAMPANIA";"Avellino";"4";"Soggiorno cautelare";400620;196708;"141869";"73847";"65084";52048;"19248"
"CAMPANIA";"Avellino";"1";"Rappresentanze sindacali (richiesta massimale)";400620;196708;"141181";"73590";"60321";58679;"19196"
"CAMPANIA";"Avellino";"6";"Autorizzazione al commercio";400620;196708;"141876";"73948";"49291";68723;"20634"
"PUGLIA";"Bari";"5";"Privatizzazione RAI";1270524;617869;"579369";"298617";"225699";281186;"61236"
"PUGLIA";"Bari";"E";"Raccolta pubblicita' radiotelevisiva";1270524;617869;"585207";"301722";"193065";363130;"20427"
"PUGLIA";"Bari";"9";"Orari esercizi commerciali";1270524;617869;"579906";"298719";"186628";326798;"55356"
"PUGLIA";"Bari";"7";"Trattenute contributi sindacali";1270524;617869;"579247";"298650";"294975";208189;"64498"
"PUGLIA";"Bari";"A";"Concessioni televisive nazionali";1270524;617869;"584862";"301576";"189888";367603;"19969"
"PUGLIA";"Bari";"6";"Autorizzazione al commercio";1270524;617869;"578824";"298245";"186505";313300;"67475"
"PUGLIA";"Bari";"D";"Interruzioni pubblicitarie";1270524;617869;"584825";"301555";"198899";360200;"19019"
"PUGLIA";"Bari";"4";"Soggiorno cautelare";1270524;617869;"578174";"297904";"241131";252159;"72258"
"PUGLIA";"Bari";"3";"Contrattazione pubblico impiego";1270524;617869;"578152";"298017";"295829";196391;"73259"
"PUGLIA";"Bari";"2";"Rappresentanze sindacali (richiesta minimale)";1270524;617869;"578186";"298021";"285877";207782;"71115"
"PUGLIA";"Bari";"1";"Rappresentanze sindacali (richiesta massimale)";1270524;617869;"579066";"298507";"263947";238928;"62357"
"PUGLIA";"Bari";"8";"Legge elettorale comuni";1270524;617869;"579462";"298646";"258850";242069;"66864"
"VENETO";"Belluno";"8";"Legge elettorale comuni";196692;93488;"98881";"48770";"46765";43327;"7580"
"VENETO";"Belluno";"7";"Trattenute contributi sindacali";196692;93488;"99307";"48979";"57758";33351;"6609"
"VENETO";"Belluno";"9";"Orari esercizi commerciali";196692;93488;"99036";"48777";"31754";60770;"5454"
"VENETO";"Belluno";"D";"Interruzioni pubblicitarie";196692;93488;"100179";"49480";"44773";52312;"2382"
"VENETO";"Belluno";"4";"Soggiorno cautelare";196692;93488;"99282";"49014";"74255";18339;"5440"
"VENETO";"Belluno";"A";"Concessioni televisive nazionali";196692;93488;"100270";"49592";"42856";54024;"2461"
"VENETO";"Belluno";"6";"Autorizzazione al commercio";196692;93488;"98953";"48790";"29323";61802;"6492"
"VENETO";"Belluno";"5";"Privatizzazione RAI";196692;93488;"99112";"48935";"48065";44031;"5774"
"VENETO";"Belluno";"1";"Rappresentanze sindacali (richiesta massimale)";196692;93488;"98482";"48608";"45774";43917;"7252"
"VENETO";"Belluno";"3";"Contrattazione pubblico impiego";196692;93488;"98441";"48590";"50842";37641;"8434"
"VENETO";"Belluno";"E";"Raccolta pubblicita' radiotelevisiva";196692;93488;"100030";"49391";"43742";52681;"2776"
"VENETO";"Belluno";"2";"Rappresentanze sindacali (richiesta minimale)";196692;93488;"98427";"48584";"48466";40277;"8186"
"CAMPANIA";"Benevento";"8";"Legge elettorale comuni";264763;128836;"101304";"52036";"41956";40221;"16007"
"CAMPANIA";"Benevento";"E";"Raccolta pubblicita' radiotelevisiva";264763;128836;"102283";"52480";"32940";61038;"6635"
"CAMPANIA";"Benevento";"D";"Interruzioni pubblicitarie";264763;128836;"102426";"52579";"34058";60212;"4000"
"CAMPANIA";"Benevento";"9";"Orari esercizi commerciali";264763;128836;"101088";"51957";"35595";48856;"13957"
"CAMPANIA";"Benevento";"7";"Trattenute contributi sindacali";264763;128836;"101321";"52093";"47574";35231;"15365"
"CAMPANIA";"Benevento";"A";"Concessioni televisive nazionali";264763;128836;"102450";"52617";"33114";60816;"6864"
"CAMPANIA";"Benevento";"5";"Privatizzazione RAI";264763;128836;"101152";"51983";"36554";47208;"15097"
"CAMPANIA";"Benevento";"4";"Soggiorno cautelare";264763;128836;"100994";"51889";"41644";39514;"17422"
"CAMPANIA";"Benevento";"3";"Contrattazione pubblico impiego";264763;128836;"96355";"49595";"45960";35031;"17434"
"CAMPANIA";"Benevento";"6";"Autorizzazione al commercio";264763;128836;"101027";"51933";"33881";48095;"16617"
"CAMPANIA";"Benevento";"1";"Rappresentanze sindacali (richiesta massimale)";264763;128836;"101436";"52187";"40673";42285;"15379"
"CAMPANIA";"Benevento";"2";"Rappresentanze sindacali (richiesta minimale)";264763;128836;"101029";"51942";"44155";37030;"17106"
"LOMBARDIA";"Bergamo";"5";"Privatizzazione RAI";769115;372738;"530718";"258464";"297653";194582;"32350"
"LOMBARDIA";"Bergamo";"9";"Orari esercizi commerciali";769115;372738;"529410";"257611";"189215";301305;"33408"
"LOMBARDIA";"Bergamo";"8";"Legge elettorale comuni";769115;372738;"529543";"257786";"244491";237183;"41536"
"LOMBARDIA";"Bergamo";"7";"Trattenute contributi sindacali";769115;372738;"529376";"257750";"278628";207045;"37591"
"LOMBARDIA";"Bergamo";"E";"Raccolta pubblicita' radiotelevisiva";769115;372738;"534067";"260193";"234635";279606;"15532"
"LOMBARDIA";"Bergamo";"6";"Autorizzazione al commercio";769115;372738;"528798";"257306";"172555";310602;"39200"
"LOMBARDIA";"Bergamo";"4";"Soggiorno cautelare";769115;372738;"528947";"257462";"341678";139843;"40657"
"LOMBARDIA";"Bergamo";"3";"Contrattazione pubblico impiego";769115;372738;"527797";"256874";"285894";191400;"43571"
"LOMBARDIA";"Bergamo";"2";"Rappresentanze sindacali (richiesta minimale)";769115;372738;"527881";"256924";"279260";200301;"41629"
"LOMBARDIA";"Bergamo";"1";"Rappresentanze sindacali (richiesta massimale)";769115;372738;"528180";"257094";"246119";237642;"37470"
"LOMBARDIA";"Bergamo";"A";"Concessioni televisive nazionali";769115;372738;"534413";"260373";"229956";285438;"14562"
"LOMBARDIA";"Bergamo";"D";"Interruzioni pubblicitarie";769115;372738;"534370";"260325";"242404";274564;"13671"
"EMILIA ROMAGNA";"Bologna";"9";"Orari esercizi commerciali";793726;376663;"565400";"274372";"161016";367095;"32146"
"EMILIA ROMAGNA";"Bologna";"1";"Rappresentanze sindacali (richiesta massimale)";793726;376663;"564548";"274251";"195924";328454;"33001"
"EMILIA ROMAGNA";"Bologna";"2";"Rappresentanze sindacali (richiesta minimale)";793726;376663;"563724";"273903";"380859";138452;"37671"
"EMILIA ROMAGNA";"Bologna";"3";"Contrattazione pubblico impiego";793726;376663;"563434";"273726";"393737";124586;"38849"
"EMILIA ROMAGNA";"Bologna";"7";"Trattenute contributi sindacali";793726;376663;"566226";"275209";"229450";300073;"31197"
"EMILIA ROMAGNA";"Bologna";"4";"Soggiorno cautelare";793726;376663;"563698";"273818";"344849";150076;"61077"
"EMILIA ROMAGNA";"Bologna";"5";"Privatizzazione RAI";793726;376663;"567116";"275595";"361209";172031;"28618"
"EMILIA ROMAGNA";"Bologna";"6";"Autorizzazione al commercio";793726;376663;"564470";"274122";"145821";375292;"37052"
"EMILIA ROMAGNA";"Bologna";"8";"Legge elettorale comuni";793726;376663;"566957";"275484";"188222";336494;"36354"
"EMILIA ROMAGNA";"Bologna";"E";"Raccolta pubblicita' radiotelevisiva";793726;376663;"574163";"278910";"332529";225002;"12152"
"EMILIA ROMAGNA";"Bologna";"A";"Concessioni televisive nazionali";793726;376663;"574464";"279221";"329686";229631;"10796"
"EMILIA ROMAGNA";"Bologna";"D";"Interruzioni pubblicitarie";793726;376663;"574486";"279025";"336650";223667;"10555"
"TRENTINO A.ADIGE";"Bolzano";"8";"Legge elettorale comuni";363104;176959;"199731";"98579";"75800";100233;"21535"
"TRENTINO A.ADIGE";"Bolzano";"6";"Autorizzazione al commercio";363104;176959;"199349";"98238";"60402";112014;"24773"
"TRENTINO A.ADIGE";"Bolzano";"5";"Privatizzazione RAI";363104;176959;"199734";"98554";"76040";103313;"18385"
"TRENTINO A.ADIGE";"Bolzano";"4";"Soggiorno cautelare";363104;176959;"199523";"98458";"132785";45031;"19161"
"TRENTINO A.ADIGE";"Bolzano";"D";"Interruzioni pubblicitarie";363104;176959;"201231";"99245";"123147";63764;"12741"
"TRENTINO A.ADIGE";"Bolzano";"7";"Trattenute contributi sindacali";363104;176959;"199454";"98369";"93139";78380;"25878"
"TRENTINO A.ADIGE";"Bolzano";"3";"Contrattazione pubblico impiego";363104;176959;"199015";"98160";"78655";92355;"25671"
"TRENTINO A.ADIGE";"Bolzano";"9";"Orari esercizi commerciali";363104;176959;"199695";"98498";"69558";105638;"22102"
"TRENTINO A.ADIGE";"Bolzano";"E";"Raccolta pubblicita' radiotelevisiva";363104;176959;"201039";"99134";"114400";69627;"15113"
"TRENTINO A.ADIGE";"Bolzano";"2";"Rappresentanze sindacali (richiesta minimale)";363104;176959;"198977";"98148";"77796";89760;"29118"
"TRENTINO A.ADIGE";"Bolzano";"1";"Rappresentanze sindacali (richiesta massimale)";363104;176959;"199023";"98191";"72965";96427;"26994"
"TRENTINO A.ADIGE";"Bolzano";"A";"Concessioni televisive nazionali";363104;176959;"201225";"99249";"117980";68984;"12677"
"LOMBARDIA";"Brescia";"D";"Interruzioni pubblicitarie";874251;420626;"569921";"278399";"252138";299700;"13757"
"LOMBARDIA";"Brescia";"9";"Orari esercizi commerciali";874251;420626;"562860";"274650";"191388";326919;"38102"
"LOMBARDIA";"Brescia";"5";"Privatizzazione RAI";874251;420626;"563694";"275328";"315789";204859;"36726"
"LOMBARDIA";"Brescia";"1";"Rappresentanze sindacali (richiesta massimale)";874251;420626;"561405";"274129";"262266";250082;"41936"
"LOMBARDIA";"Brescia";"A";"Concessioni televisive nazionali";874251;420626;"569960";"278519";"241882";308663;"14669"
"LOMBARDIA";"Brescia";"8";"Legge elettorale comuni";874251;420626;"562990";"274889";"263382";247193;"45849"
"LOMBARDIA";"Brescia";"7";"Trattenute contributi sindacali";874251;420626;"562710";"274795";"289196";225227;"41928"
"LOMBARDIA";"Brescia";"6";"Autorizzazione al commercio";874251;420626;"562177";"274299";"175506";334750;"44887"
"LOMBARDIA";"Brescia";"4";"Soggiorno cautelare";874251;420626;"561877";"274280";"354521";147503;"52392"
"LOMBARDIA";"Brescia";"3";"Contrattazione pubblico impiego";874251;420626;"560820";"273770";"319446";184892;"48915"
"LOMBARDIA";"Brescia";"2";"Rappresentanze sindacali (richiesta minimale)";874251;420626;"560860";"273934";"310238";196843;"46834"
"LOMBARDIA";"Brescia";"E";"Raccolta pubblicita' radiotelevisiva";874251;420626;"569580";"278254";"246958";302609;"15587"
"PUGLIA";"Brindisi";"1";"Rappresentanze sindacali (richiesta massimale)";335061;160792;"154119";"76803";"64494";63767;"21639"
"PUGLIA";"Brindisi";"A";"Concessioni televisive nazionali";335061;160792;"155748";"77675";"44957";100038;"8123"
"PUGLIA";"Brindisi";"E";"Raccolta pubblicita' radiotelevisiva";335061;160792;"155692";"77640";"44425";100593;"8061"
"PUGLIA";"Brindisi";"D";"Interruzioni pubblicitarie";335061;160792;"155727";"77654";"45539";100091;"7832"
"PUGLIA";"Brindisi";"9";"Orari esercizi commerciali";335061;160792;"153944";"76716";"48887";80320;"20543"
"PUGLIA";"Brindisi";"7";"Trattenute contributi sindacali";335061;160792;"153965";"76762";"71559";56222;"21879"
"PUGLIA";"Brindisi";"8";"Legge elettorale comuni";335061;160792;"154008";"76782";"62314";63837;"24417"
